Nr.;Anrede;Vorname;Nachname;Stadt;Alter;Bundesland
787;Frau;Silke;Gäbel;Härtlingen;78;Rheinland-Pfalz
788;Frau;Evelore;Becher;Rorodt;43;Rheinland-Pfalz
789;Herr;Kjell;Zerr;Schmargendorf;07;Berlin
790;k.A.;Giesela;Hentze;Neuss;92;Nordrhein-Westfalen
791;Frau;Romanus;Greim;Ottenstein;01;Niedersachsen
792;Frau;Celina;Häring;Münster;15;Nordrhein-Westfalen
793;Herr;Melvin;Wichert;Kraichtal;92;Baden-Württemberg
794;k.A.;Treuhard;Gründer;Künzing;43;Bayern
795;Herr;Germut;Winters;Münchsteinach;14;Bayern
796;Frau;Sofia;Zellmer;Remchingen;86;Baden-Württemberg
797;Frau;Maic;Bungert;Eydelstedt;31;Niedersachsen
798;Herr;Barthold;Sönmez;Moselkern;32;Rheinland-Pfalz
799;Herr;Leonhard;Gerhart;Lonsee;67;Baden-Württemberg
800;Herr;Henrik;Teller;Frankfurt am Main;03;Hessen
801;Frau;Heidfried;Grabbe;Bonn;96;Nordrhein-Westfalen
802;Frau;Alice;Vahle;Osnabrück;96;Niedersachsen
803;Herr;Sieghelm;Dresen;Frelsdorf;27;Niedersachsen
804;Frau;Margareta;Janisch;Hauroth;76;Rheinland-Pfalz
805;Frau;Judith;Robertson;Veitshöchheim;67;Bayern
806;Herr;Susanna;Wilkins;Möglingen;36;Baden-Württemberg
807;Herr;Edeltrud;Belling;Bubenheim;92;Rheinland-Pfalz
808;Herr;Janina;Eul;Ursensollen;84;Bayern
809;Frau;Herlinde;Kümmerle;Bad Fallingbostel;65;Niedersachsen
810;Herr;Sonnfried;Bley;Hattersheim am Main;98;Hessen
811;Herr;Friedrich;Hillebrand;Sahms;00;Schleswig-Holstein
812;Herr;Treuhard;Diefenbach;Dinslaken;93;Nordrhein-Westfalen
813;Frau;Reinholdine;Weichelt;Winterwerb;85;Rheinland-Pfalz
814;Frau;Donate;Leichsenring;Norken;16;Rheinland-Pfalz
815;k.A.;Ingolde;Sperl;Schöndorf;76;Thüringen
816;Frau;Friedwald;Stiehl;Unterjettingen;97;Baden-Württemberg
817;Frau;Ekkehard;Morbach;Bergisch Gladbach;46;Nordrhein-Westfalen
818;Frau;Margaritta;Kelle;Heiligenstedten;43;Schleswig-Holstein
819;Frau;Viktoria;Mittermaier;Laubenheim;10;Rheinland-Pfalz
820;Frau;Edda;Hutterer;Bockhorn;17;Bayern
821;Frau;Curd;Gehling;Bremen;98;Bremen
822;Herr;Nepomuk;Riehm;Titisee-Neustadt;55;Baden-Württemberg
823;Frau;Gusti;Drewes;Gleisweiler;42;Rheinland-Pfalz
824;Herr;Siegfrieda;Kaczmarek;Demmin;62;Mecklenburg-Vorpommern
825;Frau;Elsemarie;Tittmann;Hoßkirch;51;Baden-Württemberg
826;Frau;Nelli;Leisten;Twedt;55;Schleswig-Holstein
827;Herr;Burglind;Lutter;Schöfferstadt Gernsheim;62;Hessen
828;Frau;Erdheide;Koops;Freiburg;28;Baden-Württemberg
829;Frau;Lois;Gläser;Oberhambach;43;Rheinland-Pfalz
830;Frau;Christophorus;Puchta;Glückstadt;59;Schleswig-Holstein
831;Frau;Friedlenchen;Höbel;Oberreidenbach;25;Rheinland-Pfalz
832;Frau;Griseldis;Lösel;Fichtenau;21;Baden-Württemberg
833;Frau;Winfried;Chapman;Orfgen;77;Rheinland-Pfalz
834;Herr;Dorlis;Schein;Oberharmersbach;17;Baden-Württemberg
835;Frau;Maximilian;Strittmatter;Bad Orb;59;Hessen
836;Frau;Helmbrecht;Winckler;Pampow;16;Mecklenburg-Vorpommern
837;Herr;Caroline;Niederberger;Mylau;00;Sachsen
838;Herr;Malte;Zachmann;Bremen;44;Bremen
839;Herr;Waldemar;Möckel;Hahn;35;Rheinland-Pfalz
840;k.A.;Folkhard;Curtis;Empfingen;81;Baden-Württemberg
841;Herr;Xaverius;Morsch;Niedert;09;Rheinland-Pfalz
842;Herr;Altraud;Rieke;Erkheim;47;Bayern
843;Frau;Anrich;Weißenfels;Weihmichl;90;Bayern
844;Frau;Ilsegard;Tödter;Oberhausen;51;Rheinland-Pfalz
845;Frau;Otti;Friederichs;Uelsen;63;Niedersachsen
846;Frau;Reinfriede;Eisenbach;Grafschaft;72;Rheinland-Pfalz
847;Frau;Reinhildis;Folkerts;Mauschbach;47;Rheinland-Pfalz
848;Herr;Colin;Cakir;Naumburg;65;Hessen
849;Herr;Dorkas;Wolber;Sternenfels;51;Baden-Württemberg
850;Herr;Rainhard;Marquard;Sevenig;46;Rheinland-Pfalz
851;Frau;Reginbert;Scharnagl;Niestetal;12;Hessen
852;Herr;Fenja;Marburger;Obergriesbach;68;Bayern
853;Frau;Stina;Rothenberger;Rollwitz;00;Mecklenburg-Vorpommern
854;Herr;Niklas;Lindauer;Holzerath;13;Rheinland-Pfalz
855;Herr;Cordian;Bollig;Feucht;46;Bayern
856;Herr;Dieter;Weier;Moorweg;58;Niedersachsen
857;Herr;Klarissa;Fuller;Mönchengladbach;17;Nordrhein-Westfalen
858;Herr;Emanuel;Laible;Oberhausen;66;Nordrhein-Westfalen
859;Frau;Marina;Pries;Winden;12;Rheinland-Pfalz
860;Herr;Anneluise;Köder;Steißlingen;02;Baden-Württemberg
861;Frau;Burghilde;Wellner;Waldkraiburg;44;Bayern
862;Frau;Gitti;Munk;Balingen;43;Baden-Württemberg
863;Frau;Olf;Ketterer;Warburg;18;Nordrhein-Westfalen
864;Herr;Doreen;Lass;Hauptstuhl;07;Rheinland-Pfalz
865;Frau;Jaqueline;Matt;Lohe-Rickelshof;17;Schleswig-Holstein
866;Frau;Malin;Scheuer;Feilsdorf;53;Rheinland-Pfalz
867;Herr;Elrike;Wallisch;Lütjensee;26;Schleswig-Holstein
868;k.A.;Barbli;Hillert;Bibertal;41;Bayern
869;Frau;Jasmin;Fauth;Bünde;85;Nordrhein-Westfalen
870;Frau;Gernfried;Keitel;Desloch;45;Rheinland-Pfalz
871;Frau;Walther;Fritsch;Mildenitz;01;Mecklenburg-Vorpommern
872;Frau;Phillipp;Heinisch;Bochum;33;Nordrhein-Westfalen
873;Herr;Karlhans;Recker;Karlsruhe;31;Baden-Württemberg
874;Frau;Anuschka;Brosius;Pittenbach;95;Rheinland-Pfalz
875;Herr;Justin;Beckers;Düsseldorf;99;Nordrhein-Westfalen
876;Frau;Raimunde;Harrison;Attendorn;49;Nordrhein-Westfalen
877;Herr;Hiltraud;Störmer;Beulich;28;Rheinland-Pfalz
878;Herr;Mechthild;Bluhm;Maxsain;12;Rheinland-Pfalz
879;Frau;Kareen;Bechthold;Bad Driburg;03;Nordrhein-Westfalen
880;Herr;Leonardo;Gassmann;Schweix;88;Rheinland-Pfalz
881;Herr;Leopold;Torres;Bornholt;95;Schleswig-Holstein
882;Frau;Ansbert;Fleischhauer;Spenge;50;Nordrhein-Westfalen
883;Herr;Jannick;Knoll;Diekhusen-Fahrstedt;85;Schleswig-Holstein
884;Frau;Ferdinande;Francke;Auhausen;80;Bayern
885;Frau;Helfried;Soika;Buchholz;28;Niedersachsen
886;Herr;Diana;Pester;Berlin - Neukölln;37;Berlin
887;Herr;Claudius;Päßler;Meppen;25;Niedersachsen
888;Herr;Magnus;Polzer;Schöfferstadt Gernsheim;96;Hessen
889;Frau;Karlernst;Kott;Lauf;20;Baden-Württemberg
890;Frau;Rezzo;Seelig;Köln;62;Nordrhein-Westfalen
891;Herr;Frowin;Zöllner;Simmozheim;15;Baden-Württemberg
892;Frau;Edelinde;Kirch;Guxhagen;79;Hessen
893;Frau;Gert;Kähler;Eberdingen;38;Baden-Württemberg
894;Herr;Heyo;Tietjen;Dackscheid;73;Rheinland-Pfalz
895;Herr;Hanfried;Stojanovic;Würselen;94;Nordrhein-Westfalen
896;Herr;Luitpold;Russ;Wonsees;16;Bayern
897;Herr;Regine;Boldt;Oberwambach;82;Rheinland-Pfalz
898;Frau;Ingmar;Krohne;Rosenberg;34;Baden-Württemberg
899;Frau;Gertrudis;Bierbrauer;Bonerath;31;Rheinland-Pfalz
900;k.A.;Robby;Zietz;Konradsreuth;93;Bayern
901;Herr;Juliane;Köstler;Reifenberg;67;Rheinland-Pfalz
902;Frau;Agilbert;Berz;Schwaigern;04;Baden-Württemberg
903;Herr;Sunhild;Heinzel;Limburg an der Lahn;55;Hessen
904;Frau;Ann;Schorn;Werchow;96;Brandenburg
905;Frau;Wastl;Vieregge;Midlum;51;Schleswig-Holstein
906;Herr;Muthild;Fluck;Dichtelbach;95;Rheinland-Pfalz
907;k.A.;Folkhard;Glomb;Seebach;18;Baden-Württemberg
908;Frau;Sylvelin;Föhr;Köln;33;Nordrhein-Westfalen
909;Herr;Wunnibald;Lettau;Höfen an der Enz;79;Baden-Württemberg
910;Herr;Karla;Kindler;Niedertiefenbach;04;Rheinland-Pfalz
911;Frau;Gerhardt;Alves;Kirchroth;30;Bayern
912;Frau;Eric;Schach;Eßweiler;45;Rheinland-Pfalz
913;Frau;Edwin;Reitberger;Jettenbach;92;Bayern
914;Herr;Melissa;Reuber;Monreal;81;Rheinland-Pfalz
915;Herr;Dominikus;Eberspächer;Frankfurt am Main;27;Hessen
916;Frau;Lioba;Heusel;Hannover;85;Niedersachsen
917;Herr;Leuthold;Steinle;Schillingen;02;Rheinland-Pfalz
918;Herr;Ernst;Beller;Finkenbach-Gersweiler;24;Rheinland-Pfalz
919;Herr;Luise;Frommer;Westerhever;42;Schleswig-Holstein
920;Frau;Filip;Fahlbusch;Friedrichsholm;11;Schleswig-Holstein
921;Herr;Antonio;Siebold;Prath;86;Rheinland-Pfalz
922;Frau;Holdina;Schölzel;Neuss;66;Nordrhein-Westfalen
923;Herr;Ingemarie;Mederer;Weidingen;13;Rheinland-Pfalz
924;Frau;Emerich;Umbach;Molzhain;68;Rheinland-Pfalz
925;Herr;Rosemaria;Beckers;Erndtebrück;32;Nordrhein-Westfalen
926;Frau;Franzl;Michler;Wegberg;59;Nordrhein-Westfalen
927;Herr;Lieselene;Ritz;Biersdorf am See;94;Rheinland-Pfalz
928;Herr;Helmrich;Grant;Bruttig-Fankel;72;Rheinland-Pfalz
929;Frau;Waldtraut;Stummer;Sulzbach;58;Saarland
930;Herr;Adeltraud;Schöpp;Esch;96;Rheinland-Pfalz
931;Frau;Alfhard;Hämmerle;Leipzig;89;Sachsen
932;Frau;Harribert;Kelly;Nienbüttel;83;Schleswig-Holstein
933;Herr;Wendelinus;Wolf;Hoogstede;84;Niedersachsen
934;Herr;Fred;Allgaier;Schuld;31;Rheinland-Pfalz
935;Frau;Siegfrid;Kögel;Deuten;26;Nordrhein-Westfalen
936;Frau;Bernt;Laqua;Seedorf;89;Schleswig-Holstein
937;Herr;Doritta;Lüttge;Bensheim;23;Hessen
938;Frau;Elisa;Bublitz;Scheer;58;Baden-Württemberg
939;Frau;Lorena;Eickmeier;Traunstein;58;Bayern
940;Frau;Marilen;Wiggers;Bad Laasphe;64;Nordrhein-Westfalen
941;Herr;Lambert;Bieling;Sonnenbühl;53;Baden-Württemberg
942;Frau;Gismar;Selinger;Cuxhaven;96;Niedersachsen
943;Frau;Helrike;Kienast;Düsseldorf;26;Nordrhein-Westfalen
944;Frau;Adolfine;Gnauck;Kerben;05;Rheinland-Pfalz
945;k.A.;Edeltrud;Rettig;Cleebronn;09;Baden-Württemberg
946;Herr;Conrad;Kreil;Baddeckenstedt;02;Niedersachsen
947;k.A.;Hildburga;Hodapp;Haiming;05;Bayern
948;Frau;Sinah;Kieser;Berghülen;68;Baden-Württemberg
949;Frau;Franz;Schilz;Stadtkyll;56;Rheinland-Pfalz
950;Herr;Irmtrud;Templin;Ulrichstein;10;Hessen
951;Frau;Waltrud;Heberle;Martfeld;86;Niedersachsen
952;Frau;Margreth;Keiner;Hofkirchen;69;Bayern
953;Herr;Resie;Lingen;Lohfelden;16;Hessen
954;Frau;Augustus;Bechmann;Westheim;66;Rheinland-Pfalz
955;Frau;Chantall;Selbach;Marnheim;37;Rheinland-Pfalz
956;Herr;Phil;Theisen;Oberweiler;56;Rheinland-Pfalz
957;Frau;Matthäus;Bultmann;Heidenheim;05;Bayern
958;Frau;Eitelbert;Kremer;Lippstadt;39;Nordrhein-Westfalen
959;Herr;Ruppert;Kleber;Ingolstadt;45;Bayern
960;Herr;Bartho;Voth;Ranies;98;Sachsen-Anhalt
961;Herr;Sylvio;Bargen;Speicher;02;Rheinland-Pfalz
962;Frau;August;Kracht;Essen;67;Nordrhein-Westfalen
963;Herr;Luka;Hägele;Breitbrunn am Chiemsee;93;Bayern
964;k.A.;Adelgunde;Scharmann;Böblingen;29;Baden-Württemberg
965;Herr;Filippina;Hermann;Hohberg;22;Baden-Württemberg
966;Frau;Katrina;Celik;Züsch;19;Rheinland-Pfalz
967;Frau;Friedeburg;Caliskan;Miehlen;64;Rheinland-Pfalz
968;Frau;Rose;Roggendorf;Kassel;61;Hessen
969;Frau;Angela;Schaffner;Aspisheim;69;Rheinland-Pfalz
970;Frau;René;Leidig;Barmstedt;46;Schleswig-Holstein
971;Frau;Mohamed;Obermayer;Offenbach am Main;78;Hessen
972;Frau;Hildegund;Schönherr;Limburg an der Lahn;04;Hessen
973;Herr;Edgar;Kufner;Aachen;73;Nordrhein-Westfalen
974;Frau;Volkart;Treiber;Bielefeld;37;Nordrhein-Westfalen
975;Herr;Agathe;Benner;Leingarten;39;Baden-Württemberg
976;Herr;Konstanze;Macke;Marklkofen;10;Bayern
977;Herr;Reinlinde;Gschwendtner;Uelvesbüll;88;Schleswig-Holstein
978;Herr;Arlinde;Hamel;Unterensingen;95;Baden-Württemberg
979;Herr;Matthies;Wolter;Wörnersberg;13;Baden-Württemberg
980;Frau;Friedrich;Aumann;Herren-Sulzbach;03;Rheinland-Pfalz
981;k.A.;Gunther;Scheerer;Hochstadt;00;Rheinland-Pfalz
982;Frau;Ekkardt;Raithel;Biedenkopf;57;Hessen
983;Herr;Kläre;Gilbert;Zemmer;26;Rheinland-Pfalz
984;Herr;Elselotte;Ellenberger;Hannover;61;Niedersachsen
985;Herr;Pankraz;Kattner;Brechen;15;Hessen
986;Frau;Gerhild;Mutz;Wächtersbach;99;Hessen
987;Frau;Jolanta;Mergel;Gars am Inn;29;Bayern
988;Frau;Lucy;Göbel;Horschbach;33;Rheinland-Pfalz
989;Frau;Detlev;Ince;Schiltberg;87;Bayern
990;Frau;Birga;Hinkel;Bruchweiler-Bärenbach;83;Rheinland-Pfalz
991;Frau;Clementine;Thalmann;Warsow;12;Mecklenburg-Vorpommern
992;Frau;Andre;Fleig;Olsberg;98;Nordrhein-Westfalen
993;k.A.;Baldur;Weishäupl;Traunreut;81;Bayern
994;Herr;Waldfried;Hagmann;Rodewisch;91;Sachsen
995;k.A.;Luisa;Loske;Kieselbronn;70;Baden-Württemberg
996;k.A.;Margareta;Wenzler;Dachsberg;49;Baden-Württemberg
997;Herr;Rico;Konrath;Herford;72;Nordrhein-Westfalen
998;Frau;Heltrud;Anker;Treuchtlingen;55;Bayern
999;Frau;Hanskarl;Hagn;Hürtgenwald;98;Nordrhein-Westfalen
1000;Herr;Cirsten;Hub;Rockeskyll;02;Rheinland-Pfalz
1001;Frau;Greta;Plewa;Sickte;49;Niedersachsen
1002;Herr;Gerda;Gabor;Moorweg;24;Niedersachsen
1003;Frau;Anni;Lüdemann;Wohltorf;19;Schleswig-Holstein
1004;Frau;Jamie;Schaufler;Altendiez;44;Rheinland-Pfalz
1005;Frau;Emil;Frey;Tellig;52;Rheinland-Pfalz
1006;Herr;Liane;Reichle;Durlangen;62;Baden-Württemberg
1007;Herr;Donat;Gnauck;Ottenstein;10;Niedersachsen
1008;Herr;Heimar;Weinhold;Krüzen;13;Schleswig-Holstein
1009;Herr;Annika;Bialas;Otterfing;92;Bayern
1010;Frau;Trudel;Messer;Schnaitsee;37;Bayern
1011;Frau;Herald;Tams;Waldweiler;06;Rheinland-Pfalz
1012;Frau;Hansotto;Hierl;Kehrig;78;Rheinland-Pfalz
1013;Herr;Isedore;Hertz;Kaiserslautern;01;Rheinland-Pfalz
1014;Frau;Luitgart;Weih;Geisenhausen;48;Bayern
1015;Frau;Maximillian;Gauer;Marl;89;Nordrhein-Westfalen
1016;Frau;Gelbert;Ermer;Castrop-Rauxel;88;Nordrhein-Westfalen
1017;k.A.;Marita;Beitz;Laudenbach;33;Bayern
1018;Herr;Gunhild;Kölling;Fargau-Pratjau;55;Schleswig-Holstein
1019;Frau;Conner;Klink;Wisch;98;Schleswig-Holstein
1020;Herr;Merlind;Glade;Esch;48;Rheinland-Pfalz
1021;Frau;Lise;Karaman;Schönhausen;10;Brandenburg
1022;Frau;Walburga;Kunzmann;Bornheim;18;Nordrhein-Westfalen
1023;Frau;Anka;Oehler;Hamdorf;16;Schleswig-Holstein
1024;Herr;Engelmar;Bürkle;Auderath;73;Rheinland-Pfalz
1025;k.A.;Irmingard;Melchert;Lohbarbek;97;Schleswig-Holstein
1026;Frau;Ricardo;Koppers;Niederstaufenbach;10;Rheinland-Pfalz
1027;Frau;Sönke;Dietzsch;Kallstadt;16;Rheinland-Pfalz
1028;Frau;Bernhart;Czaja;Gielert;12;Rheinland-Pfalz
1029;Herr;Irmlinde;Becht;Frelsdorf;79;Niedersachsen
1030;k.A.;Johannes;Bark;Schönfeld;28;Bayern
1031;Frau;Catherina;Pfeuffer;Reiferscheid;95;Rheinland-Pfalz
1032;k.A.;Lerke;Groll;Reiferscheid;13;Rheinland-Pfalz
1033;Herr;Kimberly;Paschen;Rodgau;66;Hessen
1034;Herr;Esther;Spiecker;Sehlde;41;Niedersachsen
1035;Frau;Brünhild;Heubeck;Beuren;22;Rheinland-Pfalz
1036;Frau;Regelindis;Eisenblätter;Talling;68;Rheinland-Pfalz
1037;Herr;Friedeburg;Ufer;Schülldorf;20;Schleswig-Holstein
1038;Frau;Stephanus;Zankl;Störkathen;66;Schleswig-Holstein
1039;Frau;Phillippus;Laier;Plüderhausen;64;Baden-Württemberg
1040;Herr;Arnfried;Borsch;Mühlhausen;36;Baden-Württemberg
1041;Frau;Arthur;Paasch;Horperath;83;Rheinland-Pfalz
1042;Frau;Ria;Schreck;Bauler;62;Rheinland-Pfalz
1043;Frau;Heidelore;Steininger;Sulzdorf;19;Baden-Württemberg
1044;Frau;Utho;Seidensticker;Bremen;58;Bremen
1045;Herr;Fridulf;Wolf;Uenglingen;96;Sachsen-Anhalt
1046;Herr;Dorchen;Bröcker;Schönberg;98;Bayern
1047;Herr;Germut;Litz;Schülldorf;00;Schleswig-Holstein
1048;k.A.;Berna;Wheeler;Emmerich am Rhein;70;Nordrhein-Westfalen
1049;Herr;Ingbert;Strunk;Nüsttal;74;Hessen
1050;Herr;Franzi;Zöllner;Wiedensahl;70;Niedersachsen
1051;Herr;Annett;Edwards;Daun;57;Rheinland-Pfalz
1052;Herr;Ehrentraud;Krügel;Jütrichau;61;Sachsen-Anhalt
1053;Frau;Lynn;Freeman;Wieseth;45;Bayern
1054;Frau;Guido;Lenke;Markt Indersdorf;20;Bayern
1055;Frau;Heltrud;Scharnagl;Arnshöfen;59;Rheinland-Pfalz
1056;Frau;Lucy;Glocke;Viersen;97;Nordrhein-Westfalen
1057;Frau;Hartlieb;Essen;Weyhe;45;Niedersachsen
1058;Herr;Aloys;Dumke;Forstern;68;Bayern
1059;Frau;Gunthild;Grunewald;Marzhausen;31;Rheinland-Pfalz
1060;Herr;Marius;Güven;Kronburg;83;Bayern
1061;Frau;Elfrieda;Jackisch;Barsbek;30;Schleswig-Holstein
1062;k.A.;Anuschka;Kohl;Heroldstatt;60;Baden-Württemberg
1063;Herr;Leopoldina;Engert;Berenbach;68;Rheinland-Pfalz
1064;Herr;Christiana;Seydel;Wiepke;10;Sachsen-Anhalt
1065;k.A.;Annemargret;Dennis;Nothweiler;06;Rheinland-Pfalz
1066;Herr;Leo;Seibt;Wiemersdorf;31;Schleswig-Holstein
1067;k.A.;Falk;Balke;Herne;51;Nordrhein-Westfalen
1068;Frau;Rosa;Tietjen;Karlsruhe;56;Baden-Württemberg
1069;Frau;Hildelind;Luhmann;Königsmoor;81;Niedersachsen
1070;Herr;Dietwulf;Kahn;Obererbach;90;Rheinland-Pfalz
1071;Frau;Leopold;Brunsch;Fronhofen;00;Rheinland-Pfalz
1072;Frau;Sarah;Mitchell;Pforzheim;91;Baden-Württemberg
1073;Frau;Filippina;Volkert;Kyllburgweiler;40;Rheinland-Pfalz
1074;Frau;Jürgen;Peuker;Rodenbach;47;Rheinland-Pfalz
1075;Herr;Meik;Esch;Immenstaad am Bodensee;41;Baden-Württemberg
1076;Frau;Rico;Seib;Kempten;11;Bayern
1077;Herr;Rathgunde;Friedrich;Burg;92;Rheinland-Pfalz
1078;Frau;Lothar;Ahlert;Diepholz;94;Niedersachsen
1079;Herr;Niels;Folz;Aglasterhausen;91;Baden-Württemberg
1080;Frau;Ilsebärbel;Scherr;Leer;51;Niedersachsen
1081;Herr;Hansdieter;Drechsler;Grundhof;25;Schleswig-Holstein
1082;k.A.;Annely;Französisch;Seeheim-Jugenheim;70;Hessen
1083;Frau;Antje;Liebert;Krefeld;88;Nordrhein-Westfalen
1084;k.A.;Cläre;Dörre;Agethorst;48;Schleswig-Holstein
1085;k.A.;Gerolda;Herting;Greimerath;55;Rheinland-Pfalz
1086;Frau;Louis;Herrera;Egmating;46;Bayern
1087;Frau;Amrei;Osten;Mühlhausen;40;Baden-Württemberg
1088;Herr;Jule;Fenske;Wuppertal;01;Nordrhein-Westfalen
1089;Herr;Bennett;Schweda;Helmstadt;03;Bayern
1090;Herr;Dieter;Scharff;Frankfurt am Main;11;Hessen
1091;Herr;Sam;Fellmann;Flörsbachtal;62;Hessen
1092;Herr;Steven;Hiller;Wabern;69;Hessen
1093;Herr;Bjarne;Kindl;Straßlach-Dingharting;33;Bayern
1094;Frau;Larissa;Aumann;Eriskirch;28;Baden-Württemberg
1095;Herr;Ruprecht;Henker;Klein Pampau;65;Schleswig-Holstein
1096;Herr;Wilbert;Ruppelt;Weisendorf;93;Bayern
1097;Frau;Daniela;Schmidl;Bad Breisig;32;Rheinland-Pfalz
1098;Frau;Thies;Garner;Windhausen;22;Niedersachsen
1099;Herr;Klaas;Stracke;Wuppertal;67;Nordrhein-Westfalen
1100;Herr;Jördis;Sebastian;Hattingen an der Ruhr;15;Nordrhein-Westfalen
1101;Herr;Wolf;Obermüller;Mudershausen;93;Rheinland-Pfalz
1102;Herr;Wendela;Groß;Roggenburg;75;Bayern
1103;Herr;Dankward;Schlarb;Sembach;68;Rheinland-Pfalz
1104;Herr;Gabriel;Meißner;Nutteln;74;Schleswig-Holstein
1105;Herr;Horst;Elbers;Eltville am Rhein;39;Hessen
1106;Herr;Karlheiner;Turan;Zwingenberg;68;Baden-Württemberg
1107;Frau;Eginhardt;Weyand;Frankfurt am Main;89;Hessen
1108;Frau;Carmen;Grünwald;Luckau;13;Niedersachsen
1109;Herr;Sylvelin;Eisenhuth;Dätgen;83;Schleswig-Holstein
1110;Herr;Hannegret;Daut;Fröndenberg;05;Nordrhein-Westfalen
1111;Herr;Lore;Gräff;Winseldorf;33;Schleswig-Holstein
1112;Herr;Volkward;Mehrtens;Schenklengsfeld;40;Hessen
1113;Frau;Olaf;Beere;Westfeld;59;Niedersachsen
1114;Frau;Wolfdieter;Boland;Roth;51;Rheinland-Pfalz
1115;Herr;Monja;Sperl;Mainz am Rhein;36;Rheinland-Pfalz
1116;Frau;Zeno;Niewerth;Kotzenbüll;26;Schleswig-Holstein
1117;Herr;Klarissa;Horch;Philippsreut;50;Bayern
1118;Frau;Alhard;Pittman;Postmünster;56;Bayern
1119;Herr;Florentin;Vossen;Boll;95;Baden-Württemberg
1120;Herr;Haymo;Meschede;Neustadt an der Waldnaab;42;Bayern
1121;Frau;Burkhardt;Kohlmeier;Gropiusstadt;49;Berlin
1122;k.A.;Friedlieb;Rosenbauer;Bescheid;28;Rheinland-Pfalz
1123;Frau;Julius;Hirner;Höchstberg;52;Rheinland-Pfalz
1124;k.A.;Anita;Schober;Monzernheim;46;Rheinland-Pfalz
1125;Herr;Volker;Schad;Langerwehe;36;Nordrhein-Westfalen
1126;Frau;Loremarie;Moses;Waldstetten;88;Baden-Württemberg
1127;Herr;Markward;Kopietz;Hösbach;17;Bayern
1128;Herr;Hildelies;Widmann;Roitzsch;84;Sachsen-Anhalt
1129;k.A.;Burkhard;Wilfert;Mehring;70;Rheinland-Pfalz
1130;Frau;Kora;Graßhoff;Insingen;54;Bayern
1131;Frau;Anneke;Kreuz;Marquartstein;86;Bayern
1132;Herr;Kimberley;Steindl;Hilzingen;68;Baden-Württemberg
1133;Herr;Rudi;Kappel;Quarnbek;69;Schleswig-Holstein
1134;k.A.;Hadubert;Frey;Eisingen;08;Baden-Württemberg
1135;Herr;Noel;Dauer;Hittbergen;61;Niedersachsen
1136;Frau;Marcus;Klimmek;Plüschow;74;Mecklenburg-Vorpommern
1137;Herr;Erdmann;Otte;Munster;18;Niedersachsen
1138;Herr;Rotger;Geister;Holzheim;85;Bayern
1139;Herr;Felizia;Schadow;Klein Rheide;66;Schleswig-Holstein
1140;Herr;Achim;Halder;Sonthofen;09;Bayern
1141;Frau;Fabienne;Golla;Braunschweig;13;Niedersachsen
1142;Frau;Kriemhilde;Felgner;Dünsen;09;Niedersachsen
1143;Frau;Helgomar;Herberger;Elze;06;Niedersachsen
1144;Herr;Helgard;Hemmerling;Hückelhoven;78;Nordrhein-Westfalen
1145;k.A.;Martin;Bush;Langendorf;53;Niedersachsen
1146;Herr;Nortrud;Giegerich;Gladbeck;44;Nordrhein-Westfalen
1147;Herr;Annegret;Bongartz;Mariaposching;00;Bayern
1148;Herr;Arwid;Kobel;Basberg;67;Rheinland-Pfalz
1149;Frau;Dörte;Ochmann;Habighorst;64;Niedersachsen
1150;Herr;Eckfried;Sturm;Steiningen;78;Rheinland-Pfalz
1151;Frau;Ivonne;Bothe;München;13;Bayern
1152;Herr;Annik;Knüppel;Holt;31;Schleswig-Holstein
1153;Herr;Fridegund;Kraatz;Kämpfelbach;80;Baden-Württemberg
1154;Frau;Henriette;Falck;Emskirchen;51;Bayern
1155;Frau;Sandra;Lipke;Harsewinkel;76;Nordrhein-Westfalen
1156;Herr;Walbert;Höfner;Kollig;11;Rheinland-Pfalz
1157;Frau;Matthias;Althaus;Neuhaus;86;Niedersachsen
1158;Herr;Larissa;Handke;Tannhausen;97;Baden-Württemberg
1159;Herr;Renatus;Mager;Frankenhardt;41;Baden-Württemberg
1160;Herr;Joelina;Greer;Sinsheim;97;Baden-Württemberg
1161;Herr;Florentin;Groos;Rosenheim;04;Bayern
1162;Herr;Volkhardt;Hornberger;Niederburg;49;Rheinland-Pfalz
1163;Herr;Joelina;Manz;Parchtitz;54;Mecklenburg-Vorpommern
1164;Frau;Friedeborg;Assmann;Ebersbach an der Fils;66;Baden-Württemberg
1165;Frau;Margitta;Willemsen;Beilstein;06;Baden-Württemberg
1166;Herr;Alf;Hemmann;Murrhardt;32;Baden-Württemberg
1167;Frau;Sibrand;Weerts;Lauenbrück;27;Niedersachsen
1168;Herr;Annetraude;Staab;Philippsheim;40;Rheinland-Pfalz
1169;Frau;Volrad;Mergel;Toppenstedt;66;Niedersachsen
1170;Herr;Lilli;Sticht;Rehweiler;97;Rheinland-Pfalz
1171;Frau;Finja;Lehrmann;Plankstadt;90;Baden-Württemberg
1172;Frau;Mandy;Wetter;Gebsattel;79;Bayern
1173;Frau;Erni;Leppert;Bunde;82;Niedersachsen
1174;Frau;Roland;Benndorf;Ensdorf;77;Saarland
1175;Frau;Klaudia;Ladwig;Sankt Augustin;14;Nordrhein-Westfalen
1176;Herr;Kirsten;Warnken;Emlichheim;61;Niedersachsen
